State,District,Sowing_Season,Irrigation_Status,Recommended_Varieties
Andhra Pradesh,Visakhapatnam,Summer,Irrigated,Bisco X 5129; P2809W; CO 6
Andhra Pradesh,Visakhapatnam,Summer,Rainfed,Raakhi 1899; P2848W; Vijay
Andhra Pradesh,Visakhapatnam,Summer,Limited Irrigation,Bisco X 5129; Sugar 75; DMRH-1305; Ganga Safed-2
Andhra Pradesh,Visakhapatnam,Early Kharif,Irrigated,Raakhi 1899; Prakash; DMRH-1308
Andhra Pradesh,Visakhapatnam,Early Kharif,Rainfed,HQPM-7; Prakash; Aadarsh 3636
Andhra Pradesh,Visakhapatnam,Early Kharif,Limited Irrigation,Bisco X 5129; Pusa Extra Early Hybrid Makka-5; DMRH-1305
Andhra Pradesh,Visakhapatnam,Main Kharif,Irrigated,Raakhi 1899; P2809W; DMRH-1308
Andhra Pradesh,Visakhapatnam,Main Kharif,Rainfed,HQPM-7; Him 129
Andhra Pradesh,Visakhapatnam,Main Kharif,Limited Irrigation,Bisco X 5129; CP 988; DMRH-1305; Pusa Extra Early Hybrid Makka-5
Andhra Pradesh,Visakhapatnam,Late Kharif,Irrigated,MM 9344; Late varieties; HQPM-7
Andhra Pradesh,Visakhapatnam,Late Kharif,Rainfed,HQPM-7; PMH-3; Amber
Andhra Pradesh,Visakhapatnam,Late Kharif,Limited Irrigation,MM 9344; PMH-3
Andhra Pradesh,Visakhapatnam,Early Rabi,Irrigated,Raakhi 1899; Aadarsh 3636; DMRH-1308
Andhra Pradesh,Visakhapatnam,Early Rabi,Rainfed,HQPM-7; CT 1188
Andhra Pradesh,Visakhapatnam,Early Rabi,Limited Irrigation,HQPM-7; CT 1188; Prakash
Andhra Pradesh,Visakhapatnam,Main Rabi,Irrigated,Bisco X 5129; Rajendra Makka-1
Andhra Pradesh,Visakhapatnam,Main Rabi,Rainfed,Raakhi 1899; J-1006; Vijay; KMH-218 Plus
Andhra Pradesh,Visakhapatnam,Main Rabi,Limited Irrigation,MM 9344; Himalayan 123
Andhra Pradesh,Visakhapatnam,Late Rabi,Irrigated,Raakhi 1899; CT 7722; HQPM-7
Andhra Pradesh,Visakhapatnam,Late Rabi,Rainfed,Raakhi 1899; CT 7722; Diyara Composite; Bright Gene
Andhra Pradesh,Visakhapatnam,Late Rabi,Limited Irrigation,MM 9344; Raakhi 1899
Andhra Pradesh,East Godavari,Kharif,Irrigated,HQPM-7; DMRH-1301
Andhra Pradesh,East Godavari,Kharif,Rainfed,Raakhi 1899; DMRH-1301
Andhra Pradesh,East Godavari,Kharif,Limited Irrigation,Bisco X 5129; MM 9344
Andhra Pradesh,East Godavari,Rabi,Irrigated,Bisco X 5129; P2848W; CO 6
Andhra Pradesh,East Godavari,Rabi,Rainfed,Bisco X 5129; DMRH-1308; Amber
Andhra Pradesh,East Godavari,Rabi,Limited Irrigation,Bisco X 5129; CT 7722; Malwa King; Chandramani
Andhra Pradesh,East Godavari,Summer,Irrigated,HQPM-7; P2809W
Andhra Pradesh,East Godavari,Summer,Rainfed,MM 9344; Sugar 75; Diyara Composite
Andhra Pradesh,East Godavari,Summer,Limited Irrigation,Bisco X 5129; P2848W
Andhra Pradesh,East Godavari,Early Kharif,Irrigated,MM 9344; Prakash; CO 6
Andhra Pradesh,East Godavari,Early Kharif,Rainfed,HQPM-7; DHM 115
Andhra Pradesh,East Godavari,Early Kharif,Limited Irrigation,Raakhi 1899; DHM 115
Andhra Pradesh,East Godavari,Main Kharif,Irrigated,Bisco X 5129; Sweet corn Hybrid VH-44; P2848W
Andhra Pradesh,East Godavari,Main Kharif,Rainfed,Bisco X 5129; DHM 115; Aadarsh 3636; Vivek QPM 9
Andhra Pradesh,East Godavari,Main Kharif,Limited Irrigation,Raakhi 1899; PMH 17; Him 123; VL Popcorn
Andhra Pradesh,East Godavari,Late Kharif,Irrigated,Raakhi 1899; PMH-3; CO 6; Vijay
Andhra Pradesh,East Godavari,Late Kharif,Rainfed,HQPM-7; PMH-3; Vijay; VL Baby corn 1
Andhra Pradesh,East Godavari,Late Kharif,Limited Irrigation,Bisco X 5129; PMH-3; Prakash; Jawahar
Andhra Pradesh,East Godavari,Early Rabi,Irrigated,Raakhi 1899; Aadarsh 3636; DMRH-1308
Andhra Pradesh,East Godavari,Early Rabi,Rainfed,HQPM-7; CT 1188; Amber
Andhra Pradesh,East Godavari,Early Rabi,Limited Irrigation,Bisco X 5129; CT 1188; DMRH-1305; Aadarsh 3636
Andhra Pradesh,East Godavari,Main Rabi,Irrigated,Bisco X 5129; Him 129; CO 6; Pusa Bio fortified Maize Hybrid-4
Andhra Pradesh,East Godavari,Main Rabi,Rainfed,Raakhi 1899; Dekalb 9208; Diyara Composite
Andhra Pradesh,East Godavari,Main Rabi,Limited Irrigation,HQPM-7; KMH-218 Plus
Andhra Pradesh,East Godavari,Late Rabi,Irrigated,MM 9344; Raakhi 1899; P2848W
Andhra Pradesh,East Godavari,Late Rabi,Rainfed,HQPM-7; Raakhi 1899
Andhra Pradesh,East Godavari,Late Rabi,Limited Irrigation,Raakhi 1899; CT 7722; DMRH-1305; Him 129
Andhra Pradesh,Konaseema,Kharif,Irrigated,MM 9344; MM 9344; DMRH-1308; HQPM-4
Andhra Pradesh,Konaseema,Kharif,Rainfed,MM 9344; MM 9344; Vijay; Shakti
Andhra Pradesh,Konaseema,Kharif,Limited Irrigation,HQPM-7; CO 6; Malwa King; Pusa HM4 Improved
Andhra Pradesh,Konaseema,Rabi,Irrigated,Raakhi 1899; Kaushal 3339
Andhra Pradesh,Konaseema,Rabi,Rainfed,HQPM-7; P2848W; Amber; NMH-731
Andhra Pradesh,Konaseema,Rabi,Limited Irrigation,Raakhi 1899; CT 7722; Prakash; Bright Gene
Andhra Pradesh,Konaseema,Summer,Irrigated,MM 9344; P2809W; CO 6; MM 9344
Andhra Pradesh,Konaseema,Summer,Rainfed,Raakhi 1899; P2809W
Andhra Pradesh,Konaseema,Summer,Limited Irrigation,MM 9344; Hi-Starch; Prakash
Andhra Pradesh,Konaseema,Early Kharif,Irrigated,MM 9344; Early Composite
Andhra Pradesh,Konaseema,Early Kharif,Rainfed,MM 9344; DHM 115
Andhra Pradesh,Konaseema,Early Kharif,Limited Irrigation,Bisco X 5129; DHM 115; Him 123
Andhra Pradesh,Konaseema,Main Kharif,Irrigated,Bisco X 5129; Ganga-5; DMRH-1308; HQPM-1
Andhra Pradesh,Konaseema,Main Kharif,Rainfed,Bisco X 5129; Partap Kanchan-2; Diyara Composite; Gujarat Makai-6
Andhra Pradesh,Konaseema,Main Kharif,Limited Irrigation,HQPM-7; PR 132; Prakash; Maize Hybrid AH-58
Andhra Pradesh,Konaseema,Late Kharif,Irrigated,Raakhi 1899; NMH-731
Andhra Pradesh,Konaseema,Late Kharif,Rainfed,Bisco X 5129; Late varieties; Diyara Composite; Shaktiman-2
Andhra Pradesh,Konaseema,Late Kharif,Limited Irrigation,Raakhi 1899; PMH-3
Andhra Pradesh,Konaseema,Early Rabi,Irrigated,Raakhi 1899; CT 1188
Andhra Pradesh,Konaseema,Early Rabi,Rainfed,HQPM-7; P2809W; Vijay
Andhra Pradesh,Konaseema,Early Rabi,Limited Irrigation,HQPM-7; Aadarsh 3636; Prakash; NAH-2049
Andhra Pradesh,Konaseema,Main Rabi,Irrigated,Bisco X 5129; HQPM-7; CO 6
Andhra Pradesh,Konaseema,Main Rabi,Rainfed,HQPM-7; Vijay; Amber; DK-701
Andhra Pradesh,Konaseema,Main Rabi,Limited Irrigation,Bisco X 5129; Chandramani; DMRH-1305; CP 988
Andhra Pradesh,Konaseema,Late Rabi,Irrigated,Bisco X 5129; Kaushal 3339; P2848W
Andhra Pradesh,Konaseema,Late Rabi,Rainfed,Bisco X 5129; CT 7722; Diyara Composite
Andhra Pradesh,Konaseema,Late Rabi,Limited Irrigation,HQPM-7; Kaushal 3339
Andhra Pradesh,Krishna,Kharif,Irrigated,HQPM-7; Bisco 855; HQPM-7; Raakhi 1899
Andhra Pradesh,Krishna,Kharif,Rainfed,MM 9344; Bisco 855
Andhra Pradesh,Krishna,Kharif,Limited Irrigation,HQPM-7; CO 6; Malwa King; Ganga-5
Andhra Pradesh,Krishna,Rabi,Irrigated,Raakhi 1899; DMRH-1308
Andhra Pradesh,Krishna,Rabi,Rainfed,Raakhi 1899; CT 7722; Vijay
Andhra Pradesh,Krishna,Rabi,Limited Irrigation,Bisco X 5129; Kaushal 3339; Him 123; Kishan
Andhra Pradesh,Krishna,Summer,Irrigated,MM 9344; P2848W; HQPM-7
Andhra Pradesh,Krishna,Summer,Rainfed,MM 9344; Hi-Starch; Diyara Composite
Andhra Pradesh,Krishna,Summer,Limited Irrigation,Bisco X 5129; P2809W
Andhra Pradesh,Krishna,Early Kharif,Irrigated,Bisco X 5129; Pusa Extra Early Hybrid Makka-5
Andhra Pradesh,Krishna,Early Kharif,Rainfed,Bisco X 5129; DHM 115; Amber
Andhra Pradesh,Krishna,Early Kharif,Limited Irrigation,Bisco X 5129; Pusa Extra Early Hybrid Makka-5
Andhra Pradesh,Krishna,Main Kharif,Irrigated,HQPM-7; Shaktiman-1; CO 6
Andhra Pradesh,Krishna,Main Kharif,Rainfed,MM 9344; PEH-1
Andhra Pradesh,Krishna,Main Kharif,Limited Irrigation,Raakhi 1899; HQPM-1
Andhra Pradesh,Krishna,Late Kharif,Irrigated,Raakhi 1899; NMH-731; DMRH-1308; VL 42
Andhra Pradesh,Krishna,Late Kharif,Rainfed,Raakhi 1899; NMH-731; Aadarsh 3636; Him 128
Andhra Pradesh,Krishna,Late Kharif,Limited Irrigation,MM 9344; Late varieties; DMRH-1305; NAH-2049
Andhra Pradesh,Krishna,Early Rabi,Irrigated,MM 9344; CT 1188; DMRH-1308; VL Baby corn 1
Andhra Pradesh,Krishna,Early Rabi,Rainfed,MM 9344; Aadarsh 3636; Aadarsh 3636
Andhra Pradesh,Krishna,Early Rabi,Limited Irrigation,MM 9344; CT 1188; DMRH-1305; HQPM-4
Andhra Pradesh,Krishna,Main Rabi,Irrigated,HQPM-7; Pusa HM-9 Improved
Andhra Pradesh,Krishna,Main Rabi,Rainfed,MM 9344; PEH-1
Andhra Pradesh,Krishna,Main Rabi,Limited Irrigation,Bisco X 5129; PFM-66; DMRH-1305; Kaushal 3339
Andhra Pradesh,Krishna,Late Rabi,Irrigated,Bisco X 5129; CT 7722
Andhra Pradesh,Krishna,Late Rabi,Rainfed,Bisco X 5129; Raakhi 1899; Aadarsh 3636; Pioneer 3342
Andhra Pradesh,Krishna,Late Rabi,Limited Irrigation,MM 9344; CT 7722; DMRH-1305
Andhra Pradesh,NTR,Kharif,Irrigated,MM 9344; Bisco 855; P2848W; Kaushal 3339
Andhra Pradesh,NTR,Kharif,Rainfed,MM 9344; MM 9344; Amber
Andhra Pradesh,NTR,Kharif,Limited Irrigation,Raakhi 1899; DMRH-1301
Andhra Pradesh,NTR,Rabi,Irrigated,MM 9344; Kaushal 3339
Andhra Pradesh,NTR,Rabi,Rainfed,Bisco X 5129; P2848W; Vijay; Malwa King
Andhra Pradesh,NTR,Rabi,Limited Irrigation,Raakhi 1899; DMRH-1308
Andhra Pradesh,NTR,Summer,Irrigated,HQPM-7; Sugar 75
Andhra Pradesh,NTR,Summer,Rainfed,MM 9344; Hi-Starch; Vijay
Andhra Pradesh,NTR,Summer,Limited Irrigation,Raakhi 1899; Sugar 75; Him 123; Ganga Hybrid-1
Andhra Pradesh,NTR,Early Kharif,Irrigated,Bisco X 5129; DHM 115; CO 6; HM-10
Andhra Pradesh,NTR,Early Kharif,Rainfed,Bisco X 5129; DHM 115; Aadarsh 3636; PMH-3
Andhra Pradesh,NTR,Early Kharif,Limited Irrigation,Raakhi 1899; Prakash
Andhra Pradesh,NTR,Main Kharif,Irrigated,HQPM-7; PR 132
Andhra Pradesh,NTR,Main Kharif,Rainfed,Raakhi 1899; P3506W
Andhra Pradesh,NTR,Main Kharif,Limited Irrigation,MM 9344; DMRH-1301
Andhra Pradesh,NTR,Late Kharif,Irrigated,Bisco X 5129; PMH-3
Andhra Pradesh,NTR,Late Kharif,Rainfed,Bisco X 5129; Late varieties
Andhra Pradesh,NTR,Late Kharif,Limited Irrigation,HQPM-7; Late varieties; Malwa King; VL Baby corn 1
Andhra Pradesh,NTR,Early Rabi,Irrigated,HQPM-7; P2809W; HQPM-7; Deccan Hybrid
Andhra Pradesh,NTR,Early Rabi,Rainfed,MM 9344; Aadarsh 3636; Aadarsh 3636; Amber Popcorn
Andhra Pradesh,NTR,Early Rabi,Limited Irrigation,MM 9344; CT 1188
Andhra Pradesh,NTR,Main Rabi,Irrigated,HQPM-7; Bright Gene; CO 6; Ganga Safed-2
Andhra Pradesh,NTR,Main Rabi,Rainfed,Raakhi 1899; NMH-731; Amber
Andhra Pradesh,NTR,Main Rabi,Limited Irrigation,MM 9344; VL Popcorn
Andhra Pradesh,NTR,Late Rabi,Irrigated,HQPM-7; Kaushal 3339
Andhra Pradesh,NTR,Late Rabi,Rainfed,Raakhi 1899; Kaushal 3339; Diyara Composite
Andhra Pradesh,NTR,Late Rabi,Limited Irrigation,HQPM-7; Kaushal 3339
Andhra Pradesh,Prakasam,Kharif,Irrigated,MM 9344; MM 9344; P2848W; Pusa HM-9 Improved
Andhra Pradesh,Prakasam,Kharif,Rainfed,HQPM-7; CO 6; Aadarsh 3636
Andhra Pradesh,Prakasam,Kharif,Limited Irrigation,MM 9344; CO 6; Him 123
Andhra Pradesh,Prakasam,Rabi,Irrigated,HQPM-7; P2848W; DMRH-1308
Andhra Pradesh,Prakasam,Rabi,Rainfed,Bisco X 5129; P2848W; Amber; HQPM-28
Andhra Pradesh,Prakasam,Rabi,Limited Irrigation,HQPM-7; P2848W; Him 123; DK-701
Andhra Pradesh,Prakasam,Summer,Irrigated,HQPM-7; P2848W; CO 6; Vivek QPM 9
Andhra Pradesh,Prakasam,Summer,Rainfed,HQPM-7; Hi-Starch
Andhra Pradesh,Prakasam,Summer,Limited Irrigation,Bisco X 5129; P2848W
Andhra Pradesh,Prakasam,Early Kharif,Irrigated,HQPM-7; Prakash; P2848W; PMH 17
Andhra Pradesh,Prakasam,Early Kharif,Rainfed,Bisco X 5129; Pusa Extra Early Hybrid Makka-5; Aadarsh 3636
Andhra Pradesh,Prakasam,Early Kharif,Limited Irrigation,MM 9344; Early Composite
Andhra Pradesh,Prakasam,Main Kharif,Irrigated,HQPM-7; PMH-3; DMRH-1308; CP 988
Andhra Pradesh,Prakasam,Main Kharif,Rainfed,MM 9344; Pusa Extra Early Hybrid Makka-5; Diyara Composite; Prakash
Andhra Pradesh,Prakasam,Main Kharif,Limited Irrigation,Bisco X 5129; Raakhi 1899
Andhra Pradesh,Prakasam,Late Kharif,Irrigated,HQPM-7; NMH-731
Andhra Pradesh,Prakasam,Late Kharif,Rainfed,Raakhi 1899; PMH-3; Diyara Composite
Andhra Pradesh,Prakasam,Late Kharif,Limited Irrigation,HQPM-7; NMH-731; DMRH-1305
Andhra Pradesh,Prakasam,Early Rabi,Irrigated,Bisco X 5129; P2809W; DMRH-1308
Andhra Pradesh,Prakasam,Early Rabi,Rainfed,Bisco X 5129; CT 1188; Amber
Andhra Pradesh,Prakasam,Early Rabi,Limited Irrigation,Bisco X 5129; Aadarsh 3636; DMRH-1305; HQPM-5
Andhra Pradesh,Prakasam,Main Rabi,Irrigated,Bisco X 5129; Pusa HM-9 Improved; CO 6; Him 128
Andhra Pradesh,Prakasam,Main Rabi,Rainfed,Bisco X 5129; HQPM-1
Andhra Pradesh,Prakasam,Main Rabi,Limited Irrigation,MM 9344; NMH-731; Him 123
Andhra Pradesh,Prakasam,Late Rabi,Irrigated,MM 9344; Raakhi 1899; CO 6; Partap Kanchan-2
Andhra Pradesh,Prakasam,Late Rabi,Rainfed,Bisco X 5129; CT 7722
Andhra Pradesh,Prakasam,Late Rabi,Limited Irrigation,MM 9344; Kaushal 3339; Malwa King
Andhra Pradesh,Nellore,Kharif,Irrigated,HQPM-7; DMRH-1301; CO 6
Andhra Pradesh,Nellore,Kharif,Rainfed,Raakhi 1899; Bisco 855; Diyara Composite
Andhra Pradesh,Nellore,Kharif,Limited Irrigation,MM 9344; MM 9344; DMRH-1305; BPCH 6
Andhra Pradesh,Nellore,Rabi,Irrigated,MM 9344; DMRH-1308
Andhra Pradesh,Nellore,Rabi,Rainfed,Raakhi 1899; P2848W; Diyara Composite
Andhra Pradesh,Nellore,Rabi,Limited Irrigation,MM 9344; DMRH-1308; Him 123; PEH-2
Andhra Pradesh,Nellore,Summer,Irrigated,Raakhi 1899; Sugar 75
Andhra Pradesh,Nellore,Summer,Rainfed,Bisco X 5129; P2809W
Andhra Pradesh,Nellore,Summer,Limited Irrigation,Raakhi 1899; Hi-Starch
Andhra Pradesh,Nellore,Early Kharif,Irrigated,HQPM-7; Prakash; CO 6
Andhra Pradesh,Nellore,Early Kharif,Rainfed,HQPM-7; Prakash; Vijay; Ganga Hybrid-101
Andhra Pradesh,Nellore,Early Kharif,Limited Irrigation,MM 9344; Pusa Extra Early Hybrid Makka-5; DMRH-1305; Early Composite
Andhra Pradesh,Nellore,Main Kharif,Irrigated,MM 9344; Pusa HM-9 Improved; CO 6; Ganga Hybrid-1
Andhra Pradesh,Nellore,Main Kharif,Rainfed,Raakhi 1899; CT 7722
Andhra Pradesh,Nellore,Main Kharif,Limited Irrigation,Bisco X 5129; Amber Popcorn
Andhra Pradesh,Nellore,Late Kharif,Irrigated,Bisco X 5129; PMH-3
Andhra Pradesh,Nellore,Late Kharif,Rainfed,Bisco X 5129; NMH-731
Andhra Pradesh,Nellore,Late Kharif,Limited Irrigation,Raakhi 1899; PMH-3; Malwa King
Andhra Pradesh,Nellore,Early Rabi,Irrigated,MM 9344; P2809W
Andhra Pradesh,Nellore,Early Rabi,Rainfed,Raakhi 1899; Aadarsh 3636; Diyara Composite
Andhra Pradesh,Nellore,Early Rabi,Limited Irrigation,Bisco X 5129; CT 1188; Him 123
Andhra Pradesh,Nellore,Main Rabi,Irrigated,MM 9344; BPCH 6
Andhra Pradesh,Nellore,Main Rabi,Rainfed,Raakhi 1899; Diyara Composite
Andhra Pradesh,Nellore,Main Rabi,Limited Irrigation,Bisco X 5129; HM 4; Prakash; Shaktiman-3
Andhra Pradesh,Nellore,Late Rabi,Irrigated,Raakhi 1899; Kaushal 3339; HQPM-7
Andhra Pradesh,Nellore,Late Rabi,Rainfed,Raakhi 1899; CT 7722; Aadarsh 3636
Andhra Pradesh,Nellore,Late Rabi,Limited Irrigation,Bisco X 5129; Raakhi 1899
Andhra Pradesh,Kadapa,Kharif,Irrigated,MM 9344; DMRH-1301
Andhra Pradesh,Kadapa,Kharif,Rainfed,Raakhi 1899; MM 9344; Diyara Composite; DHM 115
Andhra Pradesh,Kadapa,Kharif,Limited Irrigation,Raakhi 1899; MM 9344
Andhra Pradesh,Kadapa,Rabi,Irrigated,HQPM-7; Kaushal 3339
Andhra Pradesh,Kadapa,Rabi,Rainfed,MM 9344; P2848W
Andhra Pradesh,Kadapa,Rabi,Limited Irrigation,Raakhi 1899; DMRH-1308; Him 123; J-1006
Andhra Pradesh,Kadapa,Summer,Irrigated,HQPM-7; P2848W; P2848W; Sartaj
Andhra Pradesh,Kadapa,Summer,Rainfed,Bisco X 5129; P2809W; Aadarsh 3636; PEH-1
Andhra Pradesh,Kadapa,Summer,Limited Irrigation,Raakhi 1899; P2809W; Him 123
Andhra Pradesh,Kadapa,Early Kharif,Irrigated,Bisco X 5129; DHM 115; CO 6
Andhra Pradesh,Kadapa,Early Kharif,Rainfed,MM 9344; Pusa Extra Early Hybrid Makka-5
Andhra Pradesh,Kadapa,Early Kharif,Limited Irrigation,Bisco X 5129; Early Composite; Malwa King; Madhuri
Andhra Pradesh,Kadapa,Main Kharif,Irrigated,Bisco X 5129; Ganga Safed-2; HQPM-7; Him 129
Andhra Pradesh,Kadapa,Main Kharif,Rainfed,Bisco X 5129; Gujarat Anand White Maize Hybrid-2; Vijay; Pearl Popcorn
Andhra Pradesh,Kadapa,Main Kharif,Limited Irrigation,Bisco X 5129; Bisco X 5129; Him 123
Andhra Pradesh,Kadapa,Late Kharif,Irrigated,MM 9344; Late varieties; P2848W
Andhra Pradesh,Kadapa,Late Kharif,Rainfed,Raakhi 1899; NMH-731; Vijay
Andhra Pradesh,Kadapa,Late Kharif,Limited Irrigation,Bisco X 5129; PMH-3
Andhra Pradesh,Kadapa,Early Rabi,Irrigated,Raakhi 1899; CT 1188
Andhra Pradesh,Kadapa,Early Rabi,Rainfed,MM 9344; Aadarsh 3636; Aadarsh 3636
Andhra Pradesh,Kadapa,Early Rabi,Limited Irrigation,MM 9344; Aadarsh 3636; Prakash; PR 132
Andhra Pradesh,Kadapa,Main Rabi,Irrigated,Raakhi 1899; CT 7722
Andhra Pradesh,Kadapa,Main Rabi,Rainfed,MM 9344; P3506W
Andhra Pradesh,Kadapa,Main Rabi,Limited Irrigation,Raakhi 1899; KMH-3426
Andhra Pradesh,Kadapa,Late Rabi,Irrigated,Raakhi 1899; CT 7722; DMRH-1308
Andhra Pradesh,Kadapa,Late Rabi,Rainfed,Bisco X 5129; CT 7722; Vijay; Raakhi 1899
Andhra Pradesh,Kadapa,Late Rabi,Limited Irrigation,Bisco X 5129; CT 7722; Him 123; KMH-218 Plus
Andhra Pradesh,Nandyal,Kharif,Irrigated,Bisco X 5129; DMRH-1301; HQPM-7
Andhra Pradesh,Nandyal,Kharif,Rainfed,HQPM-7; Bisco 855
Andhra Pradesh,Nandyal,Kharif,Limited Irrigation,Bisco X 5129; MM 9344; DMRH-1305; Pusa Extra Early Hybrid Makka-5
Andhra Pradesh,Nandyal,Rabi,Irrigated,MM 9344; CT 7722
Andhra Pradesh,Nandyal,Rabi,Rainfed,Bisco X 5129; DMRH-1308
Andhra Pradesh,Nandyal,Rabi,Limited Irrigation,Bisco X 5129; CT 7722; DMRH-1305; Ganga Safed-2
Andhra Pradesh,Nandyal,Summer,Irrigated,Bisco X 5129; P2848W; P2848W
Andhra Pradesh,Nandyal,Summer,Rainfed,Raakhi 1899; P2848W; Amber
Andhra Pradesh,Nandyal,Summer,Limited Irrigation,MM 9344; Sugar 75; Him 123
Andhra Pradesh,Nandyal,Early Kharif,Irrigated,HQPM-7; Early Composite; P2848W; Aadarsh 3636
Andhra Pradesh,Nandyal,Early Kharif,Rainfed,Bisco X 5129; Pusa Extra Early Hybrid Makka-5
Andhra Pradesh,Nandyal,Early Kharif,Limited Irrigation,MM 9344; Pusa Extra Early Hybrid Makka-5; Prakash; HQPM-4
Andhra Pradesh,Nandyal,Main Kharif,Irrigated,MM 9344; Kishan
Andhra Pradesh,Nandyal,Main Kharif,Rainfed,Raakhi 1899; HQPM-5; Diyara Composite; Vijay
Andhra Pradesh,Nandyal,Main Kharif,Limited Irrigation,MM 9344; VL 42; DMRH-1305
Andhra Pradesh,Nandyal,Late Kharif,Irrigated,HQPM-7; PMH-3; P2848W; Naveen Composite
Andhra Pradesh,Nandyal,Late Kharif,Rainfed,MM 9344; PMH-3
Andhra Pradesh,Nandyal,Late Kharif,Limited Irrigation,HQPM-7; NMH-731; DMRH-1305
Andhra Pradesh,Nandyal,Early Rabi,Irrigated,Raakhi 1899; CT 1188
Andhra Pradesh,Nandyal,Early Rabi,Rainfed,HQPM-7; P2809W
Andhra Pradesh,Nandyal,Early Rabi,Limited Irrigation,HQPM-7; Aadarsh 3636; Him 123
Andhra Pradesh,Nandyal,Main Rabi,Irrigated,Raakhi 1899; CP 999; CO 6; P2848W
Andhra Pradesh,Nandyal,Main Rabi,Rainfed,MM 9344; VL Popcorn
Andhra Pradesh,Nandyal,Main Rabi,Limited Irrigation,MM 9344; Early Composite; Him 123
Andhra Pradesh,Nandyal,Late Rabi,Irrigated,HQPM-7; Kaushal 3339; DMRH-1308; Bisco 555
Andhra Pradesh,Nandyal,Late Rabi,Rainfed,Raakhi 1899; Raakhi 1899
Andhra Pradesh,Nandyal,Late Rabi,Limited Irrigation,HQPM-7; CT 7722; Him 123
Andhra Pradesh,Kurnool,Kharif,Irrigated,Raakhi 1899; DMRH-1301; CO 6
Andhra Pradesh,Kurnool,Kharif,Rainfed,HQPM-7; Bisco 855
Andhra Pradesh,Kurnool,Kharif,Limited Irrigation,Bisco X 5129; CO 6; Prakash; African Tall
Andhra Pradesh,Kurnool,Rabi,Irrigated,HQPM-7; CT 7722; DMRH-1308; Him 123
Andhra Pradesh,Kurnool,Rabi,Rainfed,Raakhi 1899; P2848W; Aadarsh 3636
Andhra Pradesh,Kurnool,Rabi,Limited Irrigation,Raakhi 1899; CT 7722; Malwa King; Kaushal 3339
Andhra Pradesh,Kurnool,Summer,Irrigated,Raakhi 1899; P2848W
Andhra Pradesh,Kurnool,Summer,Rainfed,Bisco X 5129; Hi-Starch; Aadarsh 3636; Ganga-5
Andhra Pradesh,Kurnool,Summer,Limited Irrigation,Bisco X 5129; Hi-Starch
Andhra Pradesh,Kurnool,Early Kharif,Irrigated,Bisco X 5129; Early Composite
Andhra Pradesh,Kurnool,Early Kharif,Rainfed,HQPM-7; Early Composite; Vijay; Pusa Extra Early Hybrid Makka-5
Andhra Pradesh,Kurnool,Early Kharif,Limited Irrigation,Raakhi 1899; DHM 115; Him 123; Bisco X 5129
Andhra Pradesh,Kurnool,Main Kharif,Irrigated,Bisco X 5129; NMH-803; P2848W; LQMH-1
Andhra Pradesh,Kurnool,Main Kharif,Rainfed,MM 9344; Deccan Hybrid; Vijay; African Tall
Andhra Pradesh,Kurnool,Main Kharif,Limited Irrigation,Bisco X 5129; Vijay
Andhra Pradesh,Kurnool,Late Kharif,Irrigated,Raakhi 1899; NMH-731; HQPM-7
Andhra Pradesh,Kurnool,Late Kharif,Rainfed,Raakhi 1899; NMH-731
Andhra Pradesh,Kurnool,Late Kharif,Limited Irrigation,HQPM-7; PMH-3; Malwa King; P2809W
Andhra Pradesh,Kurnool,Early Rabi,Irrigated,HQPM-7; P2809W
Andhra Pradesh,Kurnool,Early Rabi,Rainfed,HQPM-7; P2809W
Andhra Pradesh,Kurnool,Early Rabi,Limited Irrigation,Bisco X 5129; Aadarsh 3636; Prakash
Andhra Pradesh,Kurnool,Main Rabi,Irrigated,HQPM-7; Sona; HQPM-7
Andhra Pradesh,Kurnool,Main Rabi,Rainfed,MM 9344; P2848W
Andhra Pradesh,Kurnool,Main Rabi,Limited Irrigation,HQPM-7; COH(M) 8; Him 123; Shaktiman-1
Andhra Pradesh,Kurnool,Late Rabi,Irrigated,MM 9344; CT 7722
Andhra Pradesh,Kurnool,Late Rabi,Rainfed,HQPM-7; CT 7722
Andhra Pradesh,Kurnool,Late Rabi,Limited Irrigation,HQPM-7; CT 7722; DMRH-1305
Andhra Pradesh,Anantapur,Kharif,Irrigated,HQPM-7; Bisco 855; P2848W; Bisco X 5129
Andhra Pradesh,Anantapur,Kharif,Rainfed,HQPM-7; Bisco 855; Diyara Composite; PHB 30B50
Andhra Pradesh,Anantapur,Kharif,Limited Irrigation,Raakhi 1899; MM 9344; DMRH-1305
Andhra Pradesh,Anantapur,Rabi,Irrigated,Raakhi 1899; Kaushal 3339; P2848W
Andhra Pradesh,Anantapur,Rabi,Rainfed,HQPM-7; CT 7722
Andhra Pradesh,Anantapur,Rabi,Limited Irrigation,Bisco X 5129; P2848W
Andhra Pradesh,Anantapur,Summer,Irrigated,HQPM-7; Hi-Starch; DMRH-1308
Andhra Pradesh,Anantapur,Summer,Rainfed,HQPM-7; Sugar 75; Aadarsh 3636
Andhra Pradesh,Anantapur,Summer,Limited Irrigation,HQPM-7; Hi-Starch; DMRH-1305
Andhra Pradesh,Anantapur,Early Kharif,Irrigated,HQPM-7; DHM 115; HQPM-7
